keyCompany,stockCodeCompany,nameCompany,sectorCodeCompany,sectorCompany,segmentCompany
460,OXYP34,OCCIDENT PTR,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
461,ORCL34,ORACLE,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
462,PYPL34,PAYPAL HOLD,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
463,PEPB34,PEPSICO INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
464,PTCH34,PETROCHIN,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
465,PFIZ34,PFIZER,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
466,PGCO34,PG,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
467,PHMO34,PHILIP MORRI,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
468,P1DD34,PINDUODUO IN,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
469,P1LD34,PROLOGIS INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
470,QCOM34,QUALCOMM,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
471,RYTT34,RAYTHEONTECH,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
472,RDSA34,RD SHELL,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
473,R1IN34,REALTY INCOM,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
474,REGN34,REGENERON PH,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
475,RIOT34,RIO TINTO,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
476,R1KU34,ROKU INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
477,R1CL34,ROYAL CARIBB,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
478,SSFO34,SALESFORCE,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
479,BCSA34,SANTANDER,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
480,SAPP34,SAP SE,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
481,SCHW34,SCHWAB,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
482,N1OW34,SERVICENOW,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
483,SIMN34,SIMON PROP,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
484,S1LG34,SL GREEN REA,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
485,SNEC34,SONY GROUP,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
486,S1PL34,SPLUNK INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
487,S1PO34,SPOTIFY TECH,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
488,SBUB34,STARBUCKS,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
489,TSMC34,TAIWANSMFAC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
490,T1TW34,TAKE-TWO INT,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
491,T1AL34,TAL EDUCATIO,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
492,TPRY34,TAPESTRY INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
493,TGTB34,TARGET CORP,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
494,TLNC34,TELEFONIC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
495,TSLA34,TESLA INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
496,TEXA34,TEXAS INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
497,TMOS34,THERMFISCHER,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
498,TMCO34,TOYOTAMO,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
499,RIGG34,TRANSOCEAN,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
500,T1RI34,TRIPADVISOR,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
501,T1WL34,TWILIO INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
502,TWTR34,TWITTER,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
503,U1BE34,UBER TECH IN,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
504,UBSG34,UBS GROUP,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
505,ULEV34,UNILEVER,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
506,U1AL34,UNITED AIRLI,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
507,UNHH34,UNITEDHEALTH,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
508,UPSS34,UPS,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
509,USSX34,US STEEL,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
510,VLOE34,VALERO ENER,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
511,VERZ34,VERIZON,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
512,VRTX34,VERTEX PHARM,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
513,C1BS34,VIACOMCBS,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
514,VISA34,VISA INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
515,V1NO34,VORNADO REAL,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
516,WALM34,WAL MART,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
517,WGBA34,WALGREENS,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
518,DISB34,WALT DISNEY,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
519,WFCO34,WELLS FARGO,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
520,W1IX34,WIX.COM LTD,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
521,Z1TS34,ZOETIS INC,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
522,Z1OM34,ZOOM VIDEO,BDRX,UNSPONSORED BDR INDEX-GLOBAL (BDRX),SEGMENTS AND SECTORS
523,GGPS3,GPS,IGCT,CORPORATE GOVERNANCE TRADE INDEX (IGCT),CORPORATE GOVERNANCE
524,TTEN3,3TENTOS,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
525,AGXY3,AGROGALAXY,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
526,ALLD3,ALLIED,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
527,APER3,ALPER S.A.,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
528,AVLL3,ALPHAVILLE,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
529,ARML3,ARMAC,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
530,BLAU3,BLAU,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
531,SOJA3,BOA SAFRA,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
532,BRIT3,BRISANET,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
533,CBAV3,CBA,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
534,CLSA3,CLEARSALE,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
535,CSED3,CRUZEIRO EDU,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
536,DMVF3,D1000VFARMA,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
537,DASA3,DASA,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
538,DESK3,DESKTOP,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
539,DOTZ3,DOTZ SA,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
540,ELMD3,ELETROMIDIA,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
541,ALPK3,ESTAPAR,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
542,POWE3,FOCUS ON,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
543,NINJ3,GETNINJAS,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
544,HBRE3,HBR REALTY,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
545,IFCM3,INFRACOMM,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
546,JALL3,JALLESMACHAD,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
547,JSLG3,JSL,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
548,KRSA3,KORA SAUDE,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
549,MATD3,MATER DEI,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
550,MBLY3,MOBLY,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
551,MDNE3,MOURA DUBEUX,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
552,MLAS3,MULTILASER,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
553,ONCO3,ONCOCLINICAS,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
554,ORVR3,ORIZON,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
555,OFSA3,OUROFINO S/A,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
556,PDTC3,PADTEC,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
557,RECV3,PETRORECSA,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
558,PRNR3,PRINER,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
559,PFRM3,PROFARMA,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
560,RDNI3,RNI,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
561,RSID3,ROSSI RESID,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
562,SCAR3,SAO CARLOS,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
563,SMFT3,SMART FIT,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
564,SGPS3,SPRINGS,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
565,TRAD3,TC,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
566,LAND3,TERRASANTAPA,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
567,UCAS3,UNICASA,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
568,FIQE3,UNIFIQUE,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
569,VITT3,VITTIA,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
570,VVEO3,VIVEO,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
571,LVTC3,WDC NETWORKS,IGNM,NOVO MERCADO CORPORATE GOVERNANCE EQUITY INDEX (IGC-NM),CORPORATE GOVERNANCE
572,ALPA3,ALPARGATAS,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
573,BRSR3,BANRISUL,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
574,BRBI11,BR PARTNERS,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
575,BRAP3,BRADESPAR,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
576,BRKM3,BRASKEM,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
577,CEDO3,CEDRO,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
578,CEDO4,CEDRO,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
579,CLSC4,CELESC,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
580,CESP3,CESP,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
581,CESP5,CESP,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
582,EUCA3,EUCATEX,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
583,EUCA4,EUCATEX,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
584,FESA3,FERBASA,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
585,FRAS3,FRAS-LE,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
586,GGBR3,GERDAU,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
587,GOAU3,GERDAU MET,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
588,ITSA3,ITAUSA,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
589,POMO3,MARCOPOLO,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
590,BMEB3,MERC BRASIL,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
591,BMEB4,MERC BRASIL,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
592,MODL11,MODALMAIS,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
593,PINE4,PINE,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
594,RAIZ4,RAIZEN,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
595,RAPT3,RANDON PART,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
596,TASA3,TAURUS ARMAS,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
597,TFCO4,TRACK FIELD,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
598,TRPL3,TRAN PAULIST,IGCX,SPECIAL CORPORATE GOVERNANCE STOCK INDEX (IGC),CORPORATE GOVERNANCE
599,BAHI3,BAHEMA,ITAG,SPECIAL TAG-ALONG STOCK INDEX (ITAG),CORPORATE GOVERNANCE
600,BGIP3,BANESE,ITAG,SPECIAL TAG-ALONG STOCK INDEX (ITAG),CORPORATE GOVERNANCE
601,BGIP4,BANESE,ITAG,SPECIAL TAG-ALONG STOCK INDEX (ITAG),CORPORATE GOVERNANCE
602,BIOM3,BIOMM,ITAG,SPECIAL TAG-ALONG STOCK INDEX (ITAG),CORPORATE GOVERNANCE
603,BRKM6,BRASKEM,ITAG,SPECIAL TAG-ALONG STOCK INDEX (ITAG),CORPORATE GOVERNANCE
604,CTNM4,COTEMINAS,ITAG,SPECIAL TAG-ALONG STOCK INDEX (ITAG),CORPORATE GOVERNANCE
605,CRDE3,CR2,ITAG,SPECIAL TAG-ALONG STOCK INDEX (ITAG),CORPORATE GOVERNANCE
606,GSHP3,GENERALSHOPP,ITAG,SPECIAL TAG-ALONG STOCK INDEX (ITAG),CORPORATE GOVERNANCE
607,GEPA4,GER PARANAP,ITAG,SPECIAL TAG-ALONG STOCK INDEX (ITAG),CORPORATE GOVERNANCE
